model_lat	er_citation_names	compilation_names	average_inc	er_site_names	average_int	average_age_low	average_int_sigma_perc	average_alpha95	magic_method_codes	vadm	average_r	average_int_nn	model_lon	average_age	result_description	er_location_names	average_int_sigma	vadm_n	compilation_ids	data_type	average_dec	vdm_n	vgp_lat	average_nn	average_lat	average_age_unit	average_age_sigma	average_k	average_lon	vgp_dm	average_n	vgp_dp	pmag_result_name	tilt_correction	average_age_high	vgp_lon	vdm
				8	4.25E-05		3.29		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					1.40E-06																8				8.10E+22
				12	5.95E-05		3.7		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.20E-06																12				1.19E+23
				13	4.24E-05		3.77		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.60E-06																13				1.08E+23
				20	4.31E-05		10.7		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			2					4.60E-06																20				1.02E+23
				23	2.18E-05		6.42		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.40E-06																23				5.40E+22
				24	2.18E-05		6.42		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.40E-06																24				5.40E+22
				25	2.93E-05		7.17		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					2.10E-06																25				7.30E+22
				27	3.75E-05		2.13		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			6					8.00E-07																27				9.10E+22
				29	4.12E-05		5.58		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.30E-06																29				8.30E+22
				30	4.44E-05		0.45		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					2.00E-07																30				1.01E+23
				34	4.81E-05		4.16		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.00E-06																34				1.14E+23
				35	3.11E-05		0.965		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.00E-07																35				7.40E+22
				36	5.04E-05		2.78		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			10					1.40E-06																36				1.18E+23
				38	4.81E-05		7.28		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.50E-06																38				1.13E+23
				41	3.58E-05		9.78		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.50E-06																41				9.00E+22
	This study:Johnson et al. 2007	TAFI:20D	39.39	Puna146				4.51	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	2.58		86.2	5	19.4	ka		288	204.95				TAFI-PMCORR: Puna146	0		244	
19.2701	This study:Johnson et al. 2007	TAFI:20D	39.39	Puna146				4.51	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	2.58		86.1	5	19.4	ka		288	204.95				TAFI: Puna146	0		243.1	
	This study:Johnson et al. 2007	TAFI:20D	38.91	Puna145				7.78	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	0.01		87.4	5	19.4	ka		98	204.95				TAFI-PMCORR: Puna145	0		205.2	
19.2701	This study:Johnson et al. 2007	TAFI:20D	38.91	Puna145				7.78	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	0.01		87.3	5	19.4	ka		98	204.95				TAFI: Puna145	0		205.4	
	This study:Johnson et al. 2007	TAFI:20D	46.32	Puna144				2.4	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	6.22		80	7	19.4	ka		635	204.95				TAFI-PMCORR: Puna144	0		238.5	
19.2701	This study:Johnson et al. 2007	TAFI:20D	46.32	Puna144				2.4	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	6.22		79.9	7	19.4	ka		635	204.95				TAFI: Puna144	0		238.3	
	This study:Johnson et al. 2007	TAFI:20D	45.38	Puna143				5.59	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	1.8		82.3	8	19.4	ka		99	204.95				TAFI-PMCORR: Puna143	0		217.1	
19.2701	This study:Johnson et al. 2007	TAFI:20D	45.38	Puna143				5.59	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	1.8		82.2	8	19.4	ka		99	204.95				TAFI: Puna143	0		217.1	
	This study:Johnson et al. 2007	TAFI:20D	47.25	Puna142				5.63	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	3.02		80.6	5	19.4	ka		186	204.95				TAFI-PMCORR: Puna142	0		221.4	
19.2701	This study:Johnson et al. 2007	TAFI:20D	47.25	Puna142				5.63	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3.02		80.5	5	19.4	ka		186	204.95				TAFI: Puna142	0		221.4	
	This study:Johnson et al. 2007	TAFI:20D	43.3	Puna141				5.77	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	3.99		83.1	6	19.4	ka		136	204.95				TAFI-PMCORR: Puna141	0		236.6	
19.2701	This study:Johnson et al. 2007	TAFI:20D	43.3	Puna141				5.77	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3.99		83	6	19.4	ka		136	204.95				TAFI: Puna141	0		236.2	
	This study:Johnson et al. 2007	TAFI:20D	43.83	Puna140				5.1	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	1.79		83.5	7	19.4	ka		141	204.95				TAFI-PMCORR: Puna140	0		219.5	
19.2701	This study:Johnson et al. 2007	TAFI:20D	43.83	Puna140				5.1	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	1.79		83.4	7	19.4	ka		141	204.95				TAFI: Puna140	0		219.4	
	This study:Johnson et al. 2007	TAFI:20D	46.25	Puna139				4.37	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	0.32		81.8	7	19.4	ka		192	204.95				TAFI-PMCORR: Puna139	0		206.9	
19.2701	This study:Johnson et al. 2007	TAFI:20D	46.25	Puna139				4.37	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	0.32		81.7	7	19.4	ka		192	204.95				TAFI: Puna139	0		207.1	
	This study:Johnson et al. 2007	TAFI:20D	42.16	Puna138				4.22	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	1.12		84.9	7	19.4	ka		206	204.95				TAFI-PMCORR: Puna138	0		216.6	
19.2701	This study:Johnson et al. 2007	TAFI:20D	42.16	Puna138				4.22	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	1.12		84.8	7	19.4	ka		206	204.95				TAFI: Puna138	0		216.5	
	This study:Johnson et al. 2007	TAFI:20D	37.44	Puna137				3.5	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	359.96		88.5	6	19.4	ka		367	204.95				TAFI-PMCORR: Puna137	0		203.6	
19.2701	This study:Johnson et al. 2007	TAFI:20D	37.44	Puna137				3.5	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	359.96		88.3	6	19.4	ka		367	204.95				TAFI: Puna137	0		203.9	
	This study:Johnson et al. 2007	TAFI:20D	39.38	Puna136				9.1	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	2.57		86.2	8	19.4	ka		38	204.95				TAFI-PMCORR: Puna136	0		244	
19.2701	This study:Johnson et al. 2007	TAFI:20D	39.38	Puna136				9.1	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	2.57		86.1	8	19.4	ka		38	204.95				TAFI: Puna136	0		243	
	This study:Johnson et al. 2007	TAFI:20D	42.52	Puna135				4.33	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	13.68		76.3	6	19.4	ka		240	204.95				TAFI-PMCORR: Puna135	0		270.1	
19.2701	This study:Johnson et al. 2007	TAFI:20D	42.52	Puna135				4.33	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	13.68		76.2	6	19.4	ka		240	204.95				TAFI: Puna135	0		269.8	
	This study:Johnson et al. 2007	TAFI:20D	39.47	Puna134				4.07	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	357.91		86.4	8	19.4	ka		186	204.95				TAFI-PMCORR: Puna134	0		172.1	
19.2701	This study:Johnson et al. 2007	TAFI:20D	39.47	Puna134				4.07	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	357.91		86.3	8	19.4	ka		186	204.95				TAFI: Puna134	0		173.4	
	This study:Johnson et al. 2007	TAFI:20D	27.95	Puna132				5.61	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	8.03		81.1	9	19.4	ka		85	204.95				TAFI-PMCORR: Puna132	0		324.3	
19.2701	This study:Johnson et al. 2007	TAFI:20D	27.95	Puna132				5.61	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	8.03		81.1	9	19.4	ka		85	204.95				TAFI: Puna132	0		323.8	
	This study:Johnson et al. 2007	TAFI:20D	25.29	Puna131				4.02	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	7.77		80.4	6	19.4	ka		278	204.95				TAFI-PMCORR: Puna131	0		333.1	
19.2701	This study:Johnson et al. 2007	TAFI:20D	25.29	Puna131				4.02	LP-DIR:IE-MLAT-PR				205.174	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	7.77		80.4	6	19.4	ka		278	204.95				TAFI: Puna131	0		332.7	
	This study	PSVRL	37	Kahuku Volcanic Series-U130		0.01		4.6	GM-NO:LP-DC1:LP-DIR		6.96			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			1	i	353.3		83.6	7	19.5	Ma	0.02	177	-155.5				PSVRL: 1		0.05	126.5	
	This study	PSVRL	24.3	Kahuku Volcanic Series-U129		0.01		6.1	GM-NO:LP-DC1:LP-DIR		4.97			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			2	i	350		78.2	5	19.5	Ma	0.02	156.1	-155.5				PSVRL: 2		0.05	81.3	
	This study	PSVRL	5.1	Kahuku Volcanic Series-U128		0.01		6.4	GM-NO:LP-DC1:LP-DIR		4.97			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			3	i	6.8		71.8	5	19.5	Ma	0.02	144.5	-155.5				PSVRL: 3		0.05	2.7	
	This study	PSVRL	17.9	Kahuku Volcanic Series-U127		0.01		2.5	GM-NO:LP-DC1:LP-DIR		4.99			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			4	i	347.3		74	5	19.5	Ma	0.02	959.4	-155.5				PSVRL: 4		0.05	76.7	
	This study	PSVRL	19.2	Kahuku Volcanic Series-U126		0.01		3.1	GM-NO:LP-DC1:LP-DIR		4.99			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			5	i	348.5		75.3	5	19.5	Ma	0.02	613.6	-155.5				PSVRL: 5		0.05	75.7	
	This study	PSVRL	14	Kahuku Volcanic Series-U125		0.01		3.4	GM-NO:LP-DC1:LP-DIR		4.99			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			6	i	9.8		74.4	5	19.5	Ma	0.02	507.7	-155.5				PSVRL: 6		0.05	346.2	
	This study	PSVRL	14.6	Kahuku Volcanic Series-U124		0.01		4.2	GM-NO:LP-DC1:LP-DIR		4.98			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			7	i	11.9		73.3	5	19.5	Ma	0.02	339.5	-155.5				PSVRL: 7		0.05	339.7	
	This study	PSVRL	8.4	Kahuku Volcanic Series-U123		0.01		6.3	GM-NO:LP-DC1:LP-DIR		4.97			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			8	i	8.5		72.6	5	19.5	Ma	0.02	149.3	-155.5				PSVRL: 8		0.05	355.4	
	This study	PSVRL	17.8	Kahuku Volcanic Series-U122		0.01		2.8	GM-NO:LP-DC1:LP-DIR		7.98			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			9	i	9.4		76.2	8	19.5	Ma	0.02	393.7	-155.5				PSVRL: 9		0.05	342.5	
	This study	PSVRL	4.5	Kahuku Volcanic Series-U121		0.01		4.6	GM-NO:LP-DC1:LP-DIR		4.98			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			10	i	345.4		67.6	5	19.5	Ma	0.02	279.9	-155.5				PSVRL: 10		0.05	66.4	
	This study	PSVRL	1	Kahuku Volcanic Series-U120		0.01		4.5	GM-NO:LP-DC1:LP-DIR		4.98			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			11	i	343.5		65.1	5	19.5	Ma	0.02	287.4	-155.5				PSVRL: 11		0.05	67.3	
	This study	PSVRL	25.4	Kahuku Volcanic Series-U119		0.01		10.1	GM-NO:LP-DC1:LP-DIR		4.93			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			12	i	16.7		72.9	5	19.5	Ma	0.02	58.8	-155.5				PSVRL: 12		0.05	313.5	
	This study	PSVRL	19.5	Kahuku Volcanic Series-U118		0.01		8.7	GM-NO:LP-DC1:LP-DIR		4.94			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			13	i	20.4		68.2	5	19.5	Ma	0.02	78.6	-155.5				PSVRL: 13		0.05	317.7	
	This study	PSVRL	21	Kahuku Volcanic Series-U117		0.01		5	GM-NO:LP-DC1:LP-DIR		6.95			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			14	i	18.8		69.9	7	19.5	Ma	0.02	146	-155.5				PSVRL: 14		0.05	317.7	
	This study	PSVRL	15.9	Kahuku Volcanic Series-U116		0.01		5.1	GM-NO:LP-DC1:LP-DIR		4.98			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			15	i	14.5		71.9	5	19.5	Ma	0.02	226.7	-155.5				PSVRL: 15		0.05	332	
	This study	PSVRL	15.6	Kahuku Volcanic Series-U115		0.01		5.8	GM-NO:LP-DC1:LP-DIR		4.97			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			16	i	19.9		67.5	5	19.5	Ma	0.02	172.7	-155.5				PSVRL: 16		0.05	323.2	
	This study	PSVRL	25.7	Kahuku Volcanic Series-U114		0.01		3.6	GM-NO:LP-DC1:LP-DIR		6.97			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			17	i	16.4		73.2	7	19.5	Ma	0.02	290.7	-155.5				PSVRL: 17		0.05	313.3	
	This study	PSVRL	28.9	Kahuku Volcanic Series-U113		0.01		4.3	GM-NO:LP-DC1:LP-DIR		4.98			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			18	i	16		74.2	5	19.5	Ma	0.02	314.4	-155.5				PSVRL: 18		0.05	307.4	
	This study	PSVRL	24	Kahuku Volcanic Series-U112		0.01		5.9	GM-NO:LP-DC1:LP-DIR		4.97			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			19	i	16.1		73.1	5	19.5	Ma	0.02	166.9	-155.5				PSVRL: 19		0.05	316.8	
	This study	PSVRL	16.7	Kahuku Volcanic Series-U111		0.01		4.5	GM-NO:LP-DC1:LP-DIR		5.97			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			20	i	20.9		67	6	19.5	Ma	0.02	225.6	-155.5				PSVRL: 20		0.05	320.5	
	This study	PSVRL	19.9	Kahuku Volcanic Series-U110		0.01		6	GM-NO:LP-DC1:LP-DIR		4.97			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			21	i	15.9		72.1	5	19.5	Ma	0.02	163.9	-155.5				PSVRL: 21		0.05	323.8	
	This study	PSVRL	24.3	Kahuku Volcanic Series-U109		0.01		2.4	GM-NO:LP-DC1:LP-DIR		4.99			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			22	i	18.4		71.1	5	19.5	Ma	0.02	999.9	-155.5				PSVRL: 22		0.05	313.2	
	This study	PSVRL	24.8	Kahuku Volcanic Series-U108		0.01		5.1	GM-NO:LP-DC1:LP-DIR		4.98			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			23	i	21		68.8	5	19.5	Ma	0.02	229.8	-155.5				PSVRL: 23		0.05	309.7	
	This study	PSVRL	23.8	Kahuku Volcanic Series-U107		0.01		2.3	GM-NO:LP-DC1:LP-DIR		4.99			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			24	i	18.8		70.6	5	19.5	Ma	0.02	999.9	-155.5				PSVRL: 24		0.05	313.5	
	This study	PSVRL	30.7	Kahuku Volcanic Series-U106		0.01		3.3	GM-NO:LP-DC1:LP-DIR		4.99			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			25	i	11.6		78.6	5	19.5	Ma	0.02	530.6	-155.5				PSVRL: 25		0.05	308.2	
	This study	PSVRL	40	Kahuku Volcanic Series-U105		0.01		5.9	GM-NO:LP-DC1:LP-DIR		4.97			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			26	i	358.9		86.6	5	19.5	Ma	0.02	167.1	-155.5				PSVRL: 26		0.05	187.7	
	This study	PSVRL	33.1	Kahuku Volcanic Series-U104		0.01		3.3	GM-NO:LP-DC1:LP-DIR		7.97			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			27	i	358		87.6	8	19.5	Ma	0.02	282.6	-155.5				PSVRL: 27		0.05	78	
	This study	PSVRL	35.6	Kahuku Volcanic Series-U103		0.01		4.8	GM-NO:LP-DC1:LP-DIR		4.98			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			28	i	357.6		87.7	5	19.5	Ma	0.02	253.4	-155.5				PSVRL: 28		0.05	120.3	
	This study	PSVRL	42.9	Kahuku Volcanic Series-U102		0.01		3.9	GM-NO:LP-DC1:LP-DIR		4.98			0.03	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			29	i	12.7		77.1	5	19.5	Ma	0.02	378.7	-155.5				PSVRL: 29		0.05	267.9	
	This study	PSVRL	46.9	Ninole Volcanic Series-U75		0.01		2.4	GM-NO:LP-DC1:LP-DIR		9.97			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			30	i	358.8		81.3	10	19.5	Ma	0.24	394.6	-155.5				PSVRL: 30		0.5	198	
	This study	PSVRL	52.1	Ninole Volcanic Series-U74		0.01		3.7	GM-NO:LP-DC1:LP-DIR		8.95			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			31	i	3.2		76.5	9	19.5	Ma	0.24	195.1	-155.5				PSVRL: 31		0.5	216.6	
	This study	PSVRL	47.9	Ninole Volcanic Series-U73		0.01		3.8	GM-NO:LP-DC1:LP-DIR		5.98			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			32	i	358.5		80.4	6	19.5	Ma	0.24	310.5	-155.5				PSVRL: 32		0.5	197.1	
	This study	PSVRL	39.2	Ninole Volcanic Series-U72		0.01		3.8	GM-NO:LP-DC1:LP-DIR		5.98			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			33	i	1.5		87	6	19.5	Ma	0.24	314.7	-155.5				PSVRL: 33		0.5	232.3	
	This study	PSVRL	1.9	Ninole Volcanic Series-U71		0.01		5.8	GM-NO:LP-DC1:LP-DIR		4.97			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			34	i	9.7		69.2	5	19.5	Ma	0.24	175.1	-155.5				PSVRL: 34		0.5	356.7	
	This study	PSVRL	-2.8	Ninole Volcanic Series-U70		0.01		6.3	GM-NO:LP-DC1:LP-DIR		4.97			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			35	i	8.9		67.3	5	19.5	Ma	0.24	150.8	-155.5				PSVRL: 35		0.5	1.3	
	This study	PSVRL	-5.2	Ninole Volcanic Series-U69		0.01		6.2	GM-NO:LP-DC1:LP-DIR		4.97			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			36	i	8.5		66.4	5	19.5	Ma	0.24	151.6	-155.5				PSVRL: 36		0.5	3.4	
	This study	PSVRL	25	Ninole Volcanic Series-U68		0.01		4.3	GM-NO:LP-DC1:LP-DIR		4.98			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			37	i	3.8		82.7	5	19.5	Ma	0.24	323.4	-155.5				PSVRL: 37		0.5	354.7	
	This study	PSVRL	22.8	Ninole Volcanic Series-U67		0.01		7.8	GM-NO:LP-DC1:LP-DIR		4.95			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			38	i	3.3		81.7	5	19.5	Ma	0.24	98.1	-155.5				PSVRL: 38		0.5	1.9	
	This study	PSVRL	19.9	Ninole Volcanic Series-U66		0.01		6.3	GM-NO:LP-DC1:LP-DIR		4.97			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			39	i	6.6		78.8	5	19.5	Ma	0.24	147.5	-155.5				PSVRL: 39		0.5	349.5	
	This study	PSVRL	17.9	Ninole Volcanic Series-U65		0.01		8.6	GM-NO:LP-DC1:LP-DIR		4.95			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			40	i	4.7		78.7	5	19.5	Ma	0.24	80.2	-155.5				PSVRL: 40		0.5	0.6	
	This study	PSVRL	12.7	Ninole Volcanic Series-U64		0.01		3.8	GM-NO:LP-DC1:LP-DIR		4.99			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			41	i	4.3		76.3	5	19.5	Ma	0.24	402.5	-155.5				PSVRL: 41		0.5	6.7	
	This study	PSVRL	9.7	Ninole Volcanic Series-U63		0.01		3.8	GM-NO:LP-DC1:LP-DIR		5.98			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			42	i	9		73	6	19.5	Ma	0.24	317.5	-155.5				PSVRL: 42		0.5	352.9	
	This study	PSVRL	15.4	Ninole Volcanic Series-U62		0.01		3.4	GM-NO:LP-DC1:LP-DIR		5.98			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			43	i	6.6		76.7	6	19.5	Ma	0.24	386.9	-155.5				PSVRL: 43		0.5	355.3	
	This study	PSVRL	25.8	Ninole Volcanic Series-U61		0.01		5.1	GM-NO:LP-DC1:LP-DIR		5.97			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			44	i	358.1		83.8	6	19.5	Ma	0.24	175.8	-155.5				PSVRL: 44		0.5	42.4	
	This study	PSVRL	31.6	Ninole Volcanic Series-U60		0.01		2.2	GM-NO:LP-DC1:LP-DIR		4.99			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			45	i	356.1		85.6	5	19.5	Ma	0.24	999.9	-155.5				PSVRL: 45		0.5	82.7	
	This study	PSVRL	30	Ninole Volcanic Series-U59		0.01		1.7	GM-NO:LP-DC1:LP-DIR		4.99			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			46	i	357		85.6	5	19.5	Ma	0.24	999.9	-155.5				PSVRL: 46		0.5	65.5	
	This study	PSVRL	29.5	Ninole Volcanic Series-U58		0.01		2.4	GM-NO:LP-DC1:LP-DIR		5.99			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			47	i	357.7		85.7	6	19.5	Ma	0.24	800.5	-155.5				PSVRL: 47		0.5	56	
	This study	PSVRL	32.1	Ninole Volcanic Series-U57		0.01		2.6	GM-NO:LP-DC1:LP-DIR		6.98			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			48	i	357		86.5	7	19.5	Ma	0.24	527	-155.5				PSVRL: 48		0.5	79.3	
	This study	PSVRL	27.6	Ninole Volcanic Series-U56		0.01		4.1	GM-NO:LP-DC1:LP-DIR		6.97			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			49	i	359.7		85.1	7	19.5	Ma	0.24	216.4	-155.5				PSVRL: 49		0.5	28.4	
	This study	PSVRL	29.4	Ninole Volcanic Series-U55		0.01		1.8	GM-NO:LP-DC1:LP-DIR		10.98			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			50	i	353.2		82.5	11	19.5	Ma	0.24	628.3	-155.5				PSVRL: 50		0.5	85.9	
	This study	PSVRL	24.9	Ninole Volcanic Series-U54		0.01		10.2	GM-NO:LP-DC1:LP-DIR		3.96			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			51	i	349.5		78	4	19.5	Ma	0.24	81.8	-155.5				PSVRL: 51		0.5	84	
	This study	PSVRL	30.6	Ninole Volcanic Series-U53		0.01		5.6	GM-NO:LP-DC1:LP-DIR		4.97			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			52	i	347.3		77.6	5	19.5	Ma	0.24	189.7	-155.5				PSVRL: 52		0.5	103	
	This study	PSVRL	30.4	Ninole Volcanic Series-U52		0.01		3.2	GM-NO:LP-DC1:LP-DIR		5.98			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			53	i	347.9		78.1	6	19.5	Ma	0.24	445.4	-155.5				PSVRL: 53		0.5	101.6	
	This study	PSVRL	26.5	Ninole Volcanic Series-U51		0.01		9	GM-NO:LP-DC1:LP-DIR		8.76			0.26	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			54	i	353.7		81.8	9	19.5	Ma	0.24	33.9	-155.5				PSVRL: 54		0.5	73.6	
	This study	PSVRL	49.6	Polulu Volcanic Series-U50		0.2		2.7	GM-KAR:LP-DC1:LP-DIR		4.99			0.25	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			55	i	349		75.2	5	19.5	Ma	0.05	780.3	-155.5				PSVRL: 55		0.3	164.8	
	This study	PSVRL	16.1	Polulu Volcanic Series-U49		0.2		3.1	GM-KAR:LP-DC1:LP-DIR		4.99			0.25	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			56	i	11.8		73.9	5	19.5	Ma	0.05	631.4	-155.5				PSVRL: 56		0.3	338	
	This study	PSVRL	23.9	Polulu Volcanic Series-U47		0.2		2.6	GM-KAR:LP-DC1:LP-DIR		4.99			0.25	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			57	i	3.8		82.1	5	19.5	Ma	0.05	900.2	-155.5				PSVRL: 57		0.3	356.9	
	This study	PSVRL	29.1	Polulu Volcanic Series-U44		0.2		2.6	GM-KAR:LP-DC1:LP-DIR		4.99			0.25	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			58	i	8.5		81	5	19.5	Ma	0.05	900.5	-155.5				PSVRL: 58		0.3	319.6	
	This study	PSVRL	29.1	Polulu Volcanic Series-U43		0.2		7.2	GM-KAR:LP-DC1:LP-DIR		4.96			0.25	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			59	i	4		84.5	5	19.5	Ma	0.05	113.3	-155.5				PSVRL: 59		0.3	340.4	
	This study	PSVRL	36.3	Polulu Volcanic Series-U42		0.2		3.5	GM-KAR:LP-DC1:LP-DIR		4.99			0.25	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			60	i	357.8		87.8	5	19.5	Ma	0.05	488.6	-155.5				PSVRL: 60		0.3	133.2	
	This study	PSVRL	35.2	Polulu Volcanic Series-U39		0.2		2.3	GM-KAR:LP-DC1:LP-DIR		4.99			0.25	Successive directions show marked serial correlation PSVRL record taken as is	Hawaii			61	i	356.3		86.5	5	19.5	Ma	0.05	999.9	-155.5				PSVRL: 61		0.3	114.4	
