tab	sites
site	location	samples	specimens	age	age_sigma	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	criteria	description	software_packages	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	citations	method_codes	result_quality	result_type	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
mc210	McMurdo		mc210b2 : mc210c2 : mc210e1 : mc210i2:mc210a2	4.0	4.0	Ma	1.9	A	50.0	-69.5	1627.2	5.0	5.0	0.0	p	n	4.9975	0.0	-77.69125	166.3743	Intrusive:Igneous	Volcanic Dike	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc210	McMurdo		mc210b2 : mc210c2 : mc210e1 : mc210i2:mc210a2	4.0	4.0	Ma	1.9		50.0	-69.5	1627.2	5.0			p	n	4.9975	0.0	-77.6912	166.3743				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc210, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.2	3.7	59.8	232.3	5.0
mc211	McMurdo		mc211e1 : mc211e2 : mc211g1 : mc211g2 : mc211h1 : mc211i1:mc211a1	4.0	4.0	Ma	2.5	A	5.0	-56.0	604.2	7.0	7.0	0.0	p	n	6.9901	0.0	-77.66147	166.3397	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc211	McMurdo	mc211e:mc211b	mc211e1:mc211b1	4.0	4.0	Ma													-77.66147	166.3397	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	IE-SPEC		pmagpy-2.60	8.601e-05	1.529e-05	17.78	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc211	McMurdo		mc211e1 : mc211e2 : mc211g1 : mc211g2 : mc211h1 : mc211i1:mc211a1	4.0	4.0	Ma	2.5		5.0	-56.0	604.2	7.0			p	n	6.9901	0.0	-77.6615	166.3397				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc211, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.0	4.8	48.8	172.4	7.0
mc212	McMurdo		mc212b2 : mc212c2 : mc212d2 : mc212g2:mc212a1	2.6	0.15	Ma	2.2	A	43.6	19.2	1207.4	5.0	5.0	0.0	p	t	4.9967	0.0	-77.56505	166.35938000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc212	McMurdo		mc212b2 : mc212c2 : mc212d2 : mc212g2:mc212a1	2.6	0.15	Ma	2.2		43.6	19.2	1207.4	5.0			p	n	4.9967	0.0	-77.565	166.3594				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc212, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							0.5	4.2	-0.8	209.2	5.0
mc213	McMurdo		mc213f2 : mc213g2 : mc213h2 : mc213i2:mc213e2	2.5	2.5	Ma	4.3	A	180.6	70.7	323.6	5.0	5.0	0.0	p	r	4.9876	0.0	-77.22331	166.42877	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc213	McMurdo		mc213f2 : mc213g2 : mc213h2 : mc213i2:mc213e2	2.5	2.5	Ma	4.3		180.6	70.7	323.6	5.0			p	n	4.9876	0.0	-77.2233	166.4288				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc213, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.9	8.3	-67.8	347.3	5.0
mc214	McMurdo		mc214b1 : mc214b2 : mc214d1 : mc214d2 : mc214g1 : mc214g2 : mc214h1 : mc214j1 : mc214j2:mc214a2	2.5	2.5	Ma	1.0	A	177.5	77.4	2549.0	10.0	10.0	0.0	p	r	9.9965	0.0	-77.22355	166.4294	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc214	McMurdo	mc214d : mc214g : mc214h : mc214j:mc214b	mc214d1 : mc214g1 : mc214h1 : mc214j1:mc214b1	2.5	2.5	Ma													-77.22355	166.4294	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	4.381e-05	3.1260000000000002e-06	7.1339999999999995	5.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc214	McMurdo		mc214b1 : mc214b2 : mc214d1 : mc214d2 : mc214g1 : mc214g2 : mc214h1 : mc214j1 : mc214j2:mc214a2	2.5	2.5	Ma	1.0		177.5	77.4	2549.0	10.0			p	n	9.9965	0.0	-77.2236	166.4294				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc214, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.0	1.9	-78.7	341.2	10.0
mc214	McMurdo	mc214d : mc214g : mc214h : mc214j:mc214b	mc214d1 : mc214g1 : mc214h1 : mc214j1:mc214b1	2.5	2.5	Ma													-77.22355	166.4294	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc214, Site V [A] DM.	pmagpy-2.60	4.381e-05	3.1260000000000002e-06	7.1339999999999995	5.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM		i	5.771e+22	5.0	4.118e+21	6.056e+22	5.0	4.32e+21					
mc215	McMurdo		mc215a2 : mc215b1 : mc215c1 : mc215c2 : mc215d1 : mc215d2 : mc215h2 : mc215i1:mc215a1	0.342	0.01	Ma	2.1	A	341.2	-79.2	590.4	9.0	8.0	1.0	p	n	8.9873	0.0	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc215	McMurdo		mc215a2 : mc215b1 : mc215c1 : mc215c2 : mc215d1 : mc215d2 : mc215h2 : mc215i1:mc215a1	0.342	0.01	Ma	2.1		341.2	-79.2	590.4	9.0			p	n	8.9873	0.0	-77.4773	166.8949				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc215, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.4	4.1	80.1	124.7	9.0
mc216	McMurdo		mc216b1 : mc216f2 : mc216g1 : mc216g2 : mc216h2:mc216a2	0.508	0.01	Ma	5.8	A	345.1	-45.2	135.2	6.0	6.0	0.0	p	n	5.962999999999999	0.0	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc216	McMurdo		mc216b1 : mc216f2 : mc216g1 : mc216g2 : mc216h2:mc216a2	0.508	0.01	Ma	5.8		345.1	-45.2	135.2	6.0			p	n	5.962999999999999	0.0	-77.4239	166.8108				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc216, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.8	11.2	38.8	149.7	6.0
mc217	McMurdo		mc217b1 : mc217b2 : mc217c1 : mc217c2 : mc217d1 : mc217d2 : mc217e1 : mc217e2:mc217a2	0.157	0.005	Ma	4.5	A	285.0	-71.5	129.7	9.0	9.0	0.0	p	n	8.9383	0.0	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc217	McMurdo	mc217b : mc217c : mc217d : mc217e:mc217a	mc217b1 : mc217c1 : mc217d1 : mc217e1:mc217a1	0.157	0.005	Ma													-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	3.032e-05	4.625e-06	15.25	5.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc217	McMurdo		mc217b1 : mc217b2 : mc217c1 : mc217c2 : mc217d1 : mc217d2 : mc217e1 : mc217e2:mc217a2	0.157	0.005	Ma	4.5		285.0	-71.5	129.7	9.0			p	n	8.9383	0.0	-77.5088	167.4406				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc217, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							3.1	8.7	57.4	73.3	9.0
mc218	McMurdo		mc218d1 : mc218d2 : mc218i1 : mc218i2 : mc218j1 : mc218j2:mc218b2	0.026000000000000002	0.005	Ma	5.8	A	348.6	-82.0	108.2	7.0	7.0	0.0	p	n	6.9446	0.0	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc218	McMurdo	mc218b : mc218d : mc218i : mc218j:mc218a	mc218b1 : mc218d1 : mc218i1 : mc218j1:mc218a1	0.026000000000000002	0.005	Ma													-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	3.43e-05	2.48e-06	7.231	5.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:SM-TTEST:LP-PI-TRM	g												
mc218	McMurdo		mc218d1 : mc218d2 : mc218i1 : mc218i2 : mc218j1 : mc218j2:mc218b2	0.026000000000000002	0.005	Ma	5.8		348.6	-82.0	108.2	7.0			p	n	6.9446	0.0	-77.5622	166.9776				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc218, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							9.0	11.2	85.7	121.0	7.0
mc218	McMurdo	mc218b : mc218d : mc218i : mc218j:mc218a	mc218b1 : mc218d1 : mc218i1 : mc218j1:mc218a1	0.026000000000000002	0.005	Ma													-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc218, Site V [A] DM.	pmagpy-2.60	3.43e-05	2.48e-06	7.231	5.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:SM-TTEST:LP-PI-TRM		i	4.514e+22	5.0	3.264e+21	4.562e+22	5.0	3.299e+21					
mc219	McMurdo		mc219a2 : mc219b2 : mc219c1 : mc219c2 : mc219d1 : mc219d2 : mc219e1 : mc219e2:mc219a1	1.334	0.122	Ma	1.8	A	226.9	75.2	862.2	9.0	9.0	0.0	p	r	8.9907	0.0	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc219	McMurdo	mc219c : mc219d : mc219e:mc219a	mc219c1 : mc219d1 : mc219e1:mc219a1	1.334	0.122	Ma													-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	3.025e-05	3.8069999999999997e-06	12.59	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc219	McMurdo		mc219a2 : mc219b2 : mc219c1 : mc219c2 : mc219d1 : mc219d2 : mc219e1 : mc219e2:mc219a1	1.334	0.122	Ma	1.8		226.9	75.2	862.2	9.0			p	n	8.9907	0.0	-77.8478	166.6745				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc219, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.5	3.5	-68.7	56.4	9.0
mc219	McMurdo	mc219c : mc219d : mc219e:mc219a	mc219c1 : mc219d1 : mc219e1:mc219a1	1.334	0.122	Ma													-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc219, Site V [A] DM.	pmagpy-2.60	3.025e-05	3.8069999999999997e-06	12.59	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM		i	3.978e+22	4.0	5.006e+21	4.277e+22	4.0	5.382e+21					
mc22	McMurdo																		-78.2	166.54	Extrusive:Igneous	Lava Flow	Basalt									This study														
mc220	McMurdo		mc220a2 : mc220b1 : mc220b2 : mc220c1 : mc220c2 : mc220d1 : mc220d2 : mc220e1 : mc220f2:mc220a1	0.531	0.02	Ma	2.1	A	21.9	-82.9	516.1	10.0	10.0	0.0	p	n	9.9826	0.0	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc220	McMurdo	mc220c : mc220d : mc220e:mc220b	mc220c1 : mc220d1 : mc220e1:mc220b1	0.531	0.02	Ma													-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	5.394e-05	1.238e-06	2.295	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:SM-TTEST:LP-PI-TRM	g												
mc220	McMurdo		mc220a2 : mc220b1 : mc220b2 : mc220c1 : mc220c2 : mc220d1 : mc220d2 : mc220e1 : mc220f2:mc220a1	0.531	0.02	Ma	2.1		21.9	-82.9	516.1	10.0			p	n	9.9826	0.0	-77.457	166.9101				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc220, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							3.7	4.1	84.8	251.7	10.0
mc220	McMurdo	mc220c : mc220d : mc220e:mc220b	mc220c1 : mc220d1 : mc220e1:mc220b1	0.531	0.02	Ma													-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc220, Site V [A] DM.	pmagpy-2.60	5.394e-05	1.238e-06	2.295	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:SM-TTEST:LP-PI-TRM		i	7.101e+22	4.0	1.629e+21	7.132e+22	4.0	1.636e+21					
mc221	McMurdo		mc221c1 : mc221d2 : mc221h2 : mc221i2 : mc221j2:mc221b1	0.121	0.005	Ma	3.2	A	275.7	-82.8	470.3	6.0	5.0	1.0	p	n	5.9904	0.0	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc221	McMurdo		mc221c1 : mc221d2 : mc221h2 : mc221i2 : mc221j2:mc221b1	0.121	0.005	Ma	3.2		275.7	-82.8	470.3	6.0			p	n	5.9904	0.0	-77.5161	166.798				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc221, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							5.5	6.2	72.2	39.5	6.0
mc222	McMurdo		mc222b1 : mc222c1 : mc222e1 : mc222h2 : mc222j2:mc222a1	0.11	0.006	Ma	4.1	A	190.4	-52.7	273.9	6.0	5.0	1.0	p	t	5.9836	0.0	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc222	McMurdo		mc222b1 : mc222c1 : mc222e1 : mc222h2 : mc222j2:mc222a1	0.11	0.006	Ma	4.1		190.4	-52.7	273.9	6.0			p	n	5.9836	0.0	-77.5389	166.8485				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc222, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.5	7.9	21.0	356.2	6.0
mc223	McMurdo		mc223a2 : mc223b1 : mc223c1 : mc223c2 : mc223d1 : mc223e1 : mc223f1 : mc223g1 : mc223l1:mc223a1	0.37799999999999995	0.013999999999999999	Ma	2.7	A	73.2	-85.6	327.9	10.0	10.0	0.0	p	n	9.9726	0.0	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc223	McMurdo	mc223b : mc223c : mc223g:mc223a	mc223b1 : mc223c2 : mc223g1:mc223a1	0.37799999999999995	0.013999999999999999	Ma													-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	2.153e-05	2.646e-06	12.29	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc223	McMurdo		mc223a2 : mc223b1 : mc223c1 : mc223c2 : mc223d1 : mc223e1 : mc223f1 : mc223g1 : mc223l1:mc223a1	0.37799999999999995	0.013999999999999999	Ma	2.7		73.2	-85.6	327.9	10.0			p	n	9.9726	0.0	-77.6583	166.7863				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc223, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							7.5	5.2	77.1	305.9	10.0
mc223	McMurdo	mc223b : mc223c : mc223g:mc223a	mc223b1 : mc223c2 : mc223g1:mc223a1	0.37799999999999995	0.013999999999999999	Ma													-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite	Kristin Lawrence	IE-SITE	V[A]DM: Site mc223, Site V [A] DM.	pmagpy-2.60	2.153e-05	2.646e-06	12.29	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM		i	2.833e+22	4.0	3.481e+21	2.808e+22	4.0	3.451e+21					
mc224	McMurdo		mc224b2 : mc224c2 : mc224e2 : mc224f2:mc224a1	0.033	0.006	Ma	2.5	A	190.2	-61.6	927.2	5.0	5.0	0.0	p	t	4.9957	0.0	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc224	McMurdo		mc224b2 : mc224c2 : mc224e2 : mc224f2:mc224a1	0.033	0.006	Ma	2.5		190.2	-61.6	927.2	5.0			p	n	4.9957	0.0	-77.5305	166.8839				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc224, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.1	4.8	30.5	355.6	5.0
mc225	McMurdo		mc225a2 : mc225c2 : mc225d1 : mc225d2 : mc225f2 : mc225g2 : mc225i1:mc225a1	0.057	0.005	Ma	1.9	A	114.6	-74.8	928.1	8.0	5.0	3.0	p	n	7.9941	0.0	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc225	McMurdo	mc225c : mc225d : mc225i:mc225b	mc225c1 : mc225d1 : mc225i1:mc225b1	0.057	0.005	Ma													-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	2.855e-05	3.136e-06	10.99	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc225	McMurdo		mc225a2 : mc225c2 : mc225d1 : mc225d2 : mc225f2 : mc225g2 : mc225i1:mc225a1	0.057	0.005	Ma	1.9		114.6	-74.8	928.1	8.0			p	n	7.9941	0.0	-77.5805	166.8016				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc225, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.6	3.7	54.6	298.2	8.0
mc225	McMurdo	mc225c : mc225d : mc225i:mc225b	mc225c1 : mc225d1 : mc225i1:mc225b1	0.057	0.005	Ma													-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite	Kristin Lawrence	IE-SITE	V[A]DM: Site mc225, Site V [A] DM.	pmagpy-2.60	2.855e-05	3.136e-06	10.99	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM		i	3.757e+22	4.0	4.128e+21	4.054e+22	4.0	4.454e+21					
mc226	McMurdo		mc226b2 : mc226d2 : mc226f2 : mc226g2:mc226a1	0.243	0.001	Ma	1.6	A	17.9	-51.8	2216.5	5.0	5.0	0.0	p	n	4.9982	0.0	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc226	McMurdo	mc226b	mc226b1	0.243	0.001	Ma													-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.528e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc226	McMurdo		mc226b2 : mc226d2 : mc226f2 : mc226g2:mc226a1	0.243	0.001	Ma	1.6		17.9	-51.8	2216.5	5.0			p	n	4.9982	0.0	-77.6136	166.7657				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc226, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							0.6	3.1	44.1	187.9	5.0
mc227	McMurdo		mc227c2 : mc227d2 : mc227f2 : mc227h2:mc227b2	4.5	0.3	Ma	1.4	A	220.3	60.3	2807.9	5.0	5.0	0.0	p	r	4.9986	0.0	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc227	McMurdo		mc227c2 : mc227d2 : mc227f2 : mc227h2:mc227b2	4.5	0.3	Ma	1.4		220.3	60.3	2807.9	5.0			p	n	4.9986	0.0	-77.2706	166.7328				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc227, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							0.6	2.7	-50.3	36.3	5.0
mc228	McMurdo		mc228a2 : mc228b1 : mc228b2 : mc228d1 : mc228d2 : mc228e1 : mc228e2 : mc228g1 : mc228g2:mc228a1	2.5	2.5	Ma	2.9	A	217.5	63.9	276.7	10.0	10.0	0.0	p	r	9.9675	0.0	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc228	McMurdo		mc228a2 : mc228b1 : mc228b2 : mc228d1 : mc228d2 : mc228e1 : mc228e2 : mc228g1 : mc228g2:mc228a1	2.5	2.5	Ma	2.9		217.5	63.9	276.7	10.0			p	n	9.9675	0.0	-77.2669	166.3774				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc228, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.5	5.6	-55.0	34.3	10.0
mc229	McMurdo		mc229b1 : mc229b2 : mc229e2 : mc229g1 : mc229g2 : mc229i1 : mc229k1:mc229a2	1.07	0.09	Ma	3.0	A	100.0	73.0	346.4	8.0	8.0	0.0	p	r	7.9798	0.0	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc229	McMurdo	mc229h : mc229k:mc229g	mc229h1 : mc229k1:mc229g1	1.07	0.09	Ma													-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	3.123e-05	3.93e-06	12.58	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc229	McMurdo		mc229b1 : mc229b2 : mc229e2 : mc229g1 : mc229g2 : mc229i1 : mc229k1:mc229a2	1.07	0.09	Ma	3.0		100.0	73.0	346.4	8.0			p	n	7.9798	0.0	-77.4828	167.1543				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc229, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.2	5.8	-58.5	246.5	8.0
mc229	McMurdo	mc229h : mc229k:mc229g	mc229h1 : mc229k1:mc229g1	1.07	0.09	Ma													-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc229, Site V [A] DM.	pmagpy-2.60	3.123e-05	3.93e-06	12.58	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM		i	4.111e+22	3.0	5.173e+21	4.526e+22	3.0	5.696e+21					
mc26	McMurdo		mc26b : mc26c : mc26d : mc26e : mc26f : mc26g : mc26h:mc26a	4.0	4.0	Ma	3.8	A	13.4	-55.8	217.7	8.0	8.0	0.0	p	n	7.9678	0.0	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
