tab 	sites																																														
	age	age_sigma	age_unit	analysts	citations	criterion	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	lat	lithologies	location	lon	method_codes	result_type	samples	site	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_alpha95	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc207, Site VGPA comp: (geog. coord)."	4.3	A	46.8	-70.6	313.2	5	5				4.9872	0	Igneous : Extrusive	Lava Flow					-77.6787	Basalt	McMurdo	166.5173	DE-FM : DE-DI	i		mc207	pmagpy-2.60	mc207a1 : mc207d1 : mc207g2 : mc207h2 : mc207k2								2.8	8.3	62	229.9	5
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.9	A	38.1	-66.6	315.1	6		5	1	n	5.9857	0	Igneous : Extrusive	Lava Flow					-77.66786	Basalt	McMurdo	166.53186	DE-FM : DA-DIR-GEO			mc208	pmagpy-2.60	mc208a1 : mc208b1 : mc208c2 : mc208d2 : mc208e2 : mc208f2												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc208, Site VGPA comp: (geog. coord)."	3.9	A	38.1	-66.6	315.1	6	6				5.9857	0	Igneous : Extrusive	Lava Flow					-77.6679	Basalt	McMurdo	166.5319	DE-FM : DE-DI	i		mc208	pmagpy-2.60	mc208a1 : mc208b1 : mc208c2 : mc208d2 : mc208e2 : mc208f2								2.1	7.5	58.1	216.3	6
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.2	A	60.3	-61.6	979.8	6		5	1	n	5.9954	0	Igneous : Extrusive	Lava Flow					-77.68544	Basalt	McMurdo	166.36812	DE-FM : DA-DIR-GEO			mc209	pmagpy-2.60	mc209a1 : mc209b1 : mc209b2 : mc209c2 : mc209e2 : mc209f1												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc209, Site VGPA comp: (geog. coord)."	2.2	A	60.3	-61.6	979.8	6	6				5.9954	0	Igneous : Extrusive	Lava Flow					-77.6854	Basalt	McMurdo	166.3681	DE-FM : DE-DI	i		mc209	pmagpy-2.60	mc209a1 : mc209b1 : mc209b2 : mc209c2 : mc209e2 : mc209f1								1	4.2	47.8	238.1	6
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	329.7	79.3	309.1	8		8	0	r	7.9774	0	Igneous : Extrusive	Lava Flow					-78.21	Basalt	McMurdo	166.49	DE-FM : DA-DIR-GEO			mc21	pmagpy-2.60	mc21a : mc21b : mc21c : mc21d : mc21e : mc21f : mc21g : mc21h												
	4	4	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00004503	0.000003422	7.599	4	-78.21	Basalt	McMurdo	166.49	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc21a : mc21b : mc21c : mc21e	mc21	pmagpy-2.60	mc21a : mc21b : mc21c : mc21e												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc21, Site VGPA comp: (geog. coord)."	3.2	A	329.7	79.3	309.1	8	8				7.9774	0	Igneous : Extrusive	Lava Flow					-78.21	Basalt	McMurdo	166.49	DE-FM : DE-DI	i		mc21	pmagpy-2.60	mc21a : mc21b : mc21c : mc21d : mc21e : mc21f : mc21g : mc21h								3.5	6.2	-58.6	146.5	8
	4	4	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc21, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00004503	0.000003422	7.599	4	-78.21	Basalt	McMurdo	166.49	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT	i	mc21a : mc21b : mc21c : mc21e	mc21	pmagpy-2.60	mc21a : mc21b : mc21c : mc21e	5.92E+22	4	4.50E+21	6.12E+22	4	4.65E+21						
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.9	A	50	-69.5	1627.2	5		5	0	n	4.9975	0	Igneous : Intrusive	Volcanic Dike					-77.69125	Phonolite	McMurdo	166.3743	DE-FM : DA-DIR-GEO			mc210	pmagpy-2.60	mc210a2 : mc210b2 : mc210c2 : mc210e1 : mc210i2												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc210, Site VGPA comp: (geog. coord)."	1.9	A	50	-69.5	1627.2	5	5				4.9975	0	Igneous : Intrusive	Volcanic Dike					-77.6912	Phonolite	McMurdo	166.3743	DE-FM : DE-DI	i		mc210	pmagpy-2.60	mc210a2 : mc210b2 : mc210c2 : mc210e1 : mc210i2								1.2	3.7	59.8	232.3	5
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.5	A	5	-56	604.2	7		7	0	n	6.9901	0	Igneous : Extrusive	Lava Flow					-77.66147	Phonolite	McMurdo	166.3397	DE-FM : DA-DIR-GEO			mc211	pmagpy-2.60	mc211a1 : mc211e1 : mc211e2 : mc211g1 : mc211g2 : mc211h1 : mc211i1												
	4	4	Ma	@ltauxe	This study	IE-SPEC														Igneous : Extrusive	Lava Flow	0.00008601	0.00001529	17.78	2	-77.66147	Phonolite	McMurdo	166.3397	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT		mc211b : mc211e	mc211	pmagpy-2.60	mc211b1 : mc211e1												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc211, Site VGPA comp: (geog. coord)."	2.5	A	5	-56	604.2	7	7				6.9901	0	Igneous : Extrusive	Lava Flow					-77.6615	Phonolite	McMurdo	166.3397	DE-FM : DE-DI	i		mc211	pmagpy-2.60	mc211a1 : mc211e1 : mc211e2 : mc211g1 : mc211g2 : mc211h1 : mc211i1								1	4.8	48.8	172.4	7
	2.6	0.15	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.2	A	43.6	19.2	1207.4	5		5	0	t	4.9967	0	Igneous : Extrusive	Lava Flow					-77.56505	Basalt	McMurdo	166.35938	DE-FM : DA-DIR-GEO			mc212	pmagpy-2.60	mc212a1 : mc212b2 : mc212c2 : mc212d2 : mc212g2												
	2.6	0.15	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc212, Site VGPA comp: (geog. coord)."	2.2	A	43.6	19.2	1207.4	5	5				4.9967	0	Igneous : Extrusive	Lava Flow					-77.565	Basalt	McMurdo	166.3594	DE-FM : DE-DI	i		mc212	pmagpy-2.60	mc212a1 : mc212b2 : mc212c2 : mc212d2 : mc212g2								0.5	4.2	-0.8	209.2	5
	2.5	2.5	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.3	A	180.6	70.7	323.6	5		5	0	r	4.9876	0	Igneous : Extrusive	Lava Flow					-77.22331	Basalt	McMurdo	166.42877	DE-FM : DA-DIR-GEO			mc213	pmagpy-2.60	mc213e2 : mc213f2 : mc213g2 : mc213h2 : mc213i2												
	2.5	2.5	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc213, Site VGPA comp: (geog. coord)."	4.3	A	180.6	70.7	323.6	5	5				4.9876	0	Igneous : Extrusive	Lava Flow					-77.2233	Basalt	McMurdo	166.4288	DE-FM : DE-DI	i		mc213	pmagpy-2.60	mc213e2 : mc213f2 : mc213g2 : mc213h2 : mc213i2								2.9	8.3	-67.8	347.3	5
	2.5	2.5	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1	A	177.5	77.4	2549	10		10	0	r	9.9965	0	Igneous : Extrusive	Lava Flow					-77.22355	Basalt	McMurdo	166.4294	DE-FM : DA-DIR-GEO			mc214	pmagpy-2.60	mc214a2 : mc214b1 : mc214b2 : mc214d1 : mc214d2 : mc214g1 : mc214g2 : mc214h1 : mc214j1 : mc214j2												
	2.5	2.5	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00004381	0.000003126	7.134	5	-77.22355	Basalt	McMurdo	166.4294	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT		mc214b : mc214d : mc214g : mc214h : mc214j	mc214	pmagpy-2.60	mc214b1 : mc214d1 : mc214g1 : mc214h1 : mc214j1												
	2.5	2.5	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc214, Site VGPA comp: (geog. coord)."	1	A	177.5	77.4	2549	10	10				9.9965	0	Igneous : Extrusive	Lava Flow					-77.2236	Basalt	McMurdo	166.4294	DE-FM : DE-DI	i		mc214	pmagpy-2.60	mc214a2 : mc214b1 : mc214b2 : mc214d1 : mc214d2 : mc214g1 : mc214g2 : mc214h1 : mc214j1 : mc214j2								1	1.9	-78.7	341.2	10
	2.5	2.5	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc214, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00004381	0.000003126	7.134	5	-77.22355	Basalt	McMurdo	166.4294	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT	i	mc214b : mc214d : mc214g : mc214h : mc214j	mc214	pmagpy-2.60	mc214b1 : mc214d1 : mc214g1 : mc214h1 : mc214j1	5.77E+22	5	4.12E+21	6.06E+22	5	4.32E+21						
	0.342	0.01	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.1	A	341.2	-79.2	590.4	9		8	1	n	8.9873	0	Igneous : Extrusive	Lava Flow					-77.4773	Basalt	McMurdo	166.89491	DE-FM : DA-DIR-GEO			mc215	pmagpy-2.60	mc215a1 : mc215a2 : mc215b1 : mc215c1 : mc215c2 : mc215d1 : mc215d2 : mc215h2 : mc215i1												
	0.342	0.01	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc215, Site VGPA comp: (geog. coord)."	2.1	A	341.2	-79.2	590.4	9	9				8.9873	0	Igneous : Extrusive	Lava Flow					-77.4773	Basalt	McMurdo	166.8949	DE-FM : DE-DI	i		mc215	pmagpy-2.60	mc215a1 : mc215a2 : mc215b1 : mc215c1 : mc215c2 : mc215d1 : mc215d2 : mc215h2 : mc215i1								2.4	4.1	80.1	124.7	9
	0.508	0.01	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.8	A	345.1	-45.2	135.2	6		6	0	n	5.963	0	Igneous : Extrusive	Lava Flow					-77.42391	Basalt	McMurdo	166.81075	DE-FM : DA-DIR-GEO			mc216	pmagpy-2.60	mc216a2 : mc216b1 : mc216f2 : mc216g1 : mc216g2 : mc216h2												
	0.508	0.01	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc216, Site VGPA comp: (geog. coord)."	5.8	A	345.1	-45.2	135.2	6	6				5.963	0	Igneous : Extrusive	Lava Flow					-77.4239	Basalt	McMurdo	166.8108	DE-FM : DE-DI	i		mc216	pmagpy-2.60	mc216a2 : mc216b1 : mc216f2 : mc216g1 : mc216g2 : mc216h2								1.8	11.2	38.8	149.7	6
	0.157	0.005	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.5	A	285	-71.5	129.7	9		9	0	n	8.9383	0	Igneous : Extrusive	Lava Flow					-77.50885	Basalt	McMurdo	167.44064	DE-FM : DA-DIR-GEO			mc217	pmagpy-2.60	mc217a2 : mc217b1 : mc217b2 : mc217c1 : mc217c2 : mc217d1 : mc217d2 : mc217e1 : mc217e2												
	0.157	0.005	Ma	@ltauxe	This study	IE-SPEC														Igneous : Extrusive	Lava Flow	0.00003032	0.000004625	15.25	5	-77.50885	Basalt	McMurdo	167.44064	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT		mc217a : mc217b : mc217c : mc217d : mc217e	mc217	pmagpy-2.60	mc217a1 : mc217b1 : mc217c1 : mc217d1 : mc217e1												
	0.157	0.005	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc217, Site VGPA comp: (geog. coord)."	4.5	A	285	-71.5	129.7	9	9				8.9383	0	Igneous : Extrusive	Lava Flow					-77.5088	Basalt	McMurdo	167.4406	DE-FM : DE-DI	i		mc217	pmagpy-2.60	mc217a2 : mc217b1 : mc217b2 : mc217c1 : mc217c2 : mc217d1 : mc217d2 : mc217e1 : mc217e2								3.1	8.7	57.4	73.3	9
	0.026	0.005	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.8	A	348.6	-82	108.2	7		7	0	n	6.9446	0	Igneous : Extrusive	Lava Flow					-77.56218	Basalt	McMurdo	166.97756	DE-FM : DA-DIR-GEO			mc218	pmagpy-2.60	mc218b2 : mc218d1 : mc218d2 : mc218i1 : mc218i2 : mc218j1 : mc218j2												
	0.026	0.005	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.0000343	0.00000248	7.231	5	-77.56218	Basalt	McMurdo	166.97756	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : SM-TTEST : IE-TT		mc218a : mc218b : mc218d : mc218i : mc218j	mc218	pmagpy-2.60	mc218a1 : mc218b1 : mc218d1 : mc218i1 : mc218j1												
	0.026	0.005	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc218, Site VGPA comp: (geog. coord)."	5.8	A	348.6	-82	108.2	7	7				6.9446	0	Igneous : Extrusive	Lava Flow					-77.5622	Basalt	McMurdo	166.9776	DE-FM : DE-DI	i		mc218	pmagpy-2.60	mc218b2 : mc218d1 : mc218d2 : mc218i1 : mc218i2 : mc218j1 : mc218j2								9	11.2	85.7	121	7
	0.026	0.005	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc218, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.0000343	0.00000248	7.231	5	-77.56218	Basalt	McMurdo	166.97756	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : SM-TTEST : IE-TT	i	mc218a : mc218b : mc218d : mc218i : mc218j	mc218	pmagpy-2.60	mc218a1 : mc218b1 : mc218d1 : mc218i1 : mc218j1	4.51E+22	5	3.26E+21	4.56E+22	5	3.30E+21						
	1.334	0.122	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.8	A	226.9	75.2	862.2	9		9	0	r	8.9907	0	Igneous : Extrusive	Lava Flow					-77.84783	Basalt	McMurdo	166.67453	DE-FM : DA-DIR-GEO			mc219	pmagpy-2.60	mc219a1 : mc219a2 : mc219b2 : mc219c1 : mc219c2 : mc219d1 : mc219d2 : mc219e1 : mc219e2												
	1.334	0.122	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00003025	0.000003807	12.59	4	-77.84783	Basalt	McMurdo	166.67453	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT		mc219a : mc219c : mc219d : mc219e	mc219	pmagpy-2.60	mc219a1 : mc219c1 : mc219d1 : mc219e1												
	1.334	0.122	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc219, Site VGPA comp: (geog. coord)."	1.8	A	226.9	75.2	862.2	9	9				8.9907	0	Igneous : Extrusive	Lava Flow					-77.8478	Basalt	McMurdo	166.6745	DE-FM : DE-DI	i		mc219	pmagpy-2.60	mc219a1 : mc219a2 : mc219b2 : mc219c1 : mc219c2 : mc219d1 : mc219d2 : mc219e1 : mc219e2								1.5	3.5	-68.7	56.4	9
	1.334	0.122	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc219, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00003025	0.000003807	12.59	4	-77.84783	Basalt	McMurdo	166.67453	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT	i	mc219a : mc219c : mc219d : mc219e	mc219	pmagpy-2.60	mc219a1 : mc219c1 : mc219d1 : mc219e1	3.98E+22	4	5.01E+21	4.28E+22	4	5.38E+21						
					This study															Igneous : Extrusive	Lava Flow					-78.2	Basalt	McMurdo	166.54				mc22														
					This study															Igneous : Extrusive	Lava Flow					-78.2	Basalt	McMurdo	166.54				mc22														
	0.531	0.02	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.1	A	21.9	-82.9	516.1	10		10	0	n	9.9826	0	Igneous : Extrusive	Lava Flow					-77.45702	Basalt	McMurdo	166.91009	DE-FM : DA-DIR-GEO			mc220	pmagpy-2.60	mc220a1 : mc220a2 : mc220b1 : mc220b2 : mc220c1 : mc220c2 : mc220d1 : mc220d2 : mc220e1 : mc220f2												
	0.531	0.02	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00005394	0.000001238	2.295	4	-77.45702	Basalt	McMurdo	166.91009	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : SM-TTEST : IE-TT		mc220b : mc220c : mc220d : mc220e	mc220	pmagpy-2.60	mc220b1 : mc220c1 : mc220d1 : mc220e1												
	0.531	0.02	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc220, Site VGPA comp: (geog. coord)."	2.1	A	21.9	-82.9	516.1	10	10				9.9826	0	Igneous : Extrusive	Lava Flow					-77.457	Basalt	McMurdo	166.9101	DE-FM : DE-DI	i		mc220	pmagpy-2.60	mc220a1 : mc220a2 : mc220b1 : mc220b2 : mc220c1 : mc220c2 : mc220d1 : mc220d2 : mc220e1 : mc220f2								3.7	4.1	84.8	251.7	10
	0.531	0.02	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc220, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00005394	0.000001238	2.295	4	-77.45702	Basalt	McMurdo	166.91009	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : SM-TTEST : IE-TT	i	mc220b : mc220c : mc220d : mc220e	mc220	pmagpy-2.60	mc220b1 : mc220c1 : mc220d1 : mc220e1	7.10E+22	4	1.63E+21	7.13E+22	4	1.64E+21						
	0.121	0.005	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	275.7	-82.8	470.3	6		5	1	n	5.9904	0	Igneous : Extrusive	Lava Flow					-77.5161	Basalt	McMurdo	166.79804	DE-FM : DA-DIR-GEO			mc221	pmagpy-2.60	mc221b1 : mc221c1 : mc221d2 : mc221h2 : mc221i2 : mc221j2												
	0.121	0.005	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc221, Site VGPA comp: (geog. coord)."	3.2	A	275.7	-82.8	470.3	6	6				5.9904	0	Igneous : Extrusive	Lava Flow					-77.5161	Basalt	McMurdo	166.798	DE-FM : DE-DI	i		mc221	pmagpy-2.60	mc221b1 : mc221c1 : mc221d2 : mc221h2 : mc221i2 : mc221j2								5.5	6.2	72.2	39.5	6
	0.11	0.006	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.1	A	190.4	-52.7	273.9	6		5	1	t	5.9836	0	Igneous : Extrusive	Lava Flow					-77.53893	Basalt	McMurdo	166.84845	DE-FM : DA-DIR-GEO			mc222	pmagpy-2.60	mc222a1 : mc222b1 : mc222c1 : mc222e1 : mc222h2 : mc222j2												
	0.11	0.006	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc222, Site VGPA comp: (geog. coord)."	4.1	A	190.4	-52.7	273.9	6	6				5.9836	0	Igneous : Extrusive	Lava Flow					-77.5389	Basalt	McMurdo	166.8485	DE-FM : DE-DI	i		mc222	pmagpy-2.60	mc222a1 : mc222b1 : mc222c1 : mc222e1 : mc222h2 : mc222j2								1.5	7.9	21	356.2	6
	0.378	0.014	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.7	A	73.2	-85.6	327.9	10		10	0	n	9.9726	0	Igneous : Extrusive	Lava Flow					-77.65831	Phonolite	McMurdo	166.7863	DE-FM : DA-DIR-GEO			mc223	pmagpy-2.60	mc223a1 : mc223a2 : mc223b1 : mc223c1 : mc223c2 : mc223d1 : mc223e1 : mc223f1 : mc223g1 : mc223l1												
	0.378	0.014	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00002153	0.000002646	12.29	4	-77.65831	Phonolite	McMurdo	166.7863	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT		mc223a : mc223b : mc223c : mc223g	mc223	pmagpy-2.60	mc223a1 : mc223b1 : mc223c2 : mc223g1												
	0.378	0.014	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc223, Site VGPA comp: (geog. coord)."	2.7	A	73.2	-85.6	327.9	10	10				9.9726	0	Igneous : Extrusive	Lava Flow					-77.6583	Phonolite	McMurdo	166.7863	DE-FM : DE-DI	i		mc223	pmagpy-2.60	mc223a1 : mc223a2 : mc223b1 : mc223c1 : mc223c2 : mc223d1 : mc223e1 : mc223f1 : mc223g1 : mc223l1								7.5	5.2	77.1	305.9	10
	0.378	0.014	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc223, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00002153	0.000002646	12.29	4	-77.65831	Phonolite	McMurdo	166.7863	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT	i	mc223a : mc223b : mc223c : mc223g	mc223	pmagpy-2.60	mc223a1 : mc223b1 : mc223c2 : mc223g1	2.83E+22	4	3.48E+21	2.81E+22	4	3.45E+21						
	0.033	0.006	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.5	A	190.2	-61.6	927.2	5		5	0	t	4.9957	0	Igneous : Extrusive	Lava Flow					-77.53046	Phonolite	McMurdo	166.8839	DE-FM : DA-DIR-GEO			mc224	pmagpy-2.60	mc224a1 : mc224b2 : mc224c2 : mc224e2 : mc224f2												
	0.033	0.006	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc224, Site VGPA comp: (geog. coord)."	2.5	A	190.2	-61.6	927.2	5	5				4.9957	0	Igneous : Extrusive	Lava Flow					-77.5305	Phonolite	McMurdo	166.8839	DE-FM : DE-DI	i		mc224	pmagpy-2.60	mc224a1 : mc224b2 : mc224c2 : mc224e2 : mc224f2								1.1	4.8	30.5	355.6	5
	0.057	0.005	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.9	A	114.6	-74.8	928.1	8		5	3	n	7.9941	0	Igneous : Extrusive	Lava Flow					-77.58053	Phonolite	McMurdo	166.80156	DE-FM : DA-DIR-GEO			mc225	pmagpy-2.60	mc225a1 : mc225a2 : mc225c2 : mc225d1 : mc225d2 : mc225f2 : mc225g2 : mc225i1												
	0.057	0.005	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00002855	0.000003136	10.99	4	-77.58053	Phonolite	McMurdo	166.80156	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT		mc225b : mc225c : mc225d : mc225i	mc225	pmagpy-2.60	mc225b1 : mc225c1 : mc225d1 : mc225i1												
	0.057	0.005	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc225, Site VGPA comp: (geog. coord)."	1.9	A	114.6	-74.8	928.1	8	8				7.9941	0	Igneous : Extrusive	Lava Flow					-77.5805	Phonolite	McMurdo	166.8016	DE-FM : DE-DI	i		mc225	pmagpy-2.60	mc225a1 : mc225a2 : mc225c2 : mc225d1 : mc225d2 : mc225f2 : mc225g2 : mc225i1								1.6	3.7	54.6	298.2	8
	0.057	0.005	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc225, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00002855	0.000003136	10.99	4	-77.58053	Phonolite	McMurdo	166.80156	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT	i	mc225b : mc225c : mc225d : mc225i	mc225	pmagpy-2.60	mc225b1 : mc225c1 : mc225d1 : mc225i1	3.76E+22	4	4.13E+21	4.05E+22	4	4.45E+21						
	0.243	0.001	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.6	A	17.9	-51.8	2216.5	5		5	0	n	4.9982	0	Igneous : Extrusive	Lava Flow					-77.61355	Phonolite	McMurdo	166.76571	DE-FM : DA-DIR-GEO			mc226	pmagpy-2.60	mc226a1 : mc226b2 : mc226d2 : mc226f2 : mc226g2												
	0.243	0.001	Ma	@ltauxe	This study	IE-SPEC														Igneous : Extrusive	Lava Flow	0.00002528	0	0	1	-77.61355	Phonolite	McMurdo	166.76571	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT		mc226b	mc226	pmagpy-2.60	mc226b1												
	0.243	0.001	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc226, Site VGPA comp: (geog. coord)."	1.6	A	17.9	-51.8	2216.5	5	5				4.9982	0	Igneous : Extrusive	Lava Flow					-77.6136	Phonolite	McMurdo	166.7657	DE-FM : DE-DI	i		mc226	pmagpy-2.60	mc226a1 : mc226b2 : mc226d2 : mc226f2 : mc226g2								0.6	3.1	44.1	187.9	5
	4.5	0.3	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.4	A	220.3	60.3	2807.9	5		5	0	r	4.9986	0	Igneous : Extrusive	Lava Flow					-77.27064	Basalt	McMurdo	166.73278	DE-FM : DA-DIR-GEO			mc227	pmagpy-2.60	mc227b2 : mc227c2 : mc227d2 : mc227f2 : mc227h2												
	4.5	0.3	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc227, Site VGPA comp: (geog. coord)."	1.4	A	220.3	60.3	2807.9	5	5				4.9986	0	Igneous : Extrusive	Lava Flow					-77.2706	Basalt	McMurdo	166.7328	DE-FM : DE-DI	i		mc227	pmagpy-2.60	mc227b2 : mc227c2 : mc227d2 : mc227f2 : mc227h2								0.6	2.7	-50.3	36.3	5
	2.5	2.5	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.9	A	217.5	63.9	276.7	10		10	0	r	9.9675	0	Igneous : Extrusive	Lava Flow					-77.2669	Trachyte	McMurdo	166.37738	DE-FM : DA-DIR-GEO			mc228	pmagpy-2.60	mc228a1 : mc228a2 : mc228b1 : mc228b2 : mc228d1 : mc228d2 : mc228e1 : mc228e2 : mc228g1 : mc228g2												
