tab	sites
age	age_sigma	age_unit	analysts	citations	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	lat	lithologies	location	lon	magic_method_codes	method_codes	result_type	samples	site	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
0.11	0.006	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.1		190.4	-52.7	273.9	6.0	6.0				5.9836	0.0							-77.5389		McMurdo	166.8485	DE-DI:DE-FM	DE-DI:DE-FM	i		mc222	pmagpy-2.60	mc222b1 : mc222c1 : mc222e1 : mc222h2 : mc222j2:mc222a1							1.5	7.9	21.0	356.2	6.0
																																	mc222													
0.37799999999999995	0.013999999999999999	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.7	A	73.2	-85.6	327.9	10.0		10.0	0.0	n	9.9726	0.0	Extrusive:Igneous	Lava Flow					-77.65831	Phonolite	McMurdo	166.7863	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc223	pmagpy-2.60	mc223a2 : mc223b1 : mc223c1 : mc223c2 : mc223d1 : mc223e1 : mc223f1 : mc223g1 : mc223l1:mc223a1											
0.37799999999999995	0.013999999999999999	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															2.153e-05	2.646e-06	12.29	4.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc223b : mc223c : mc223g:mc223a	mc223	pmagpy-2.60	mc223b1 : mc223c2 : mc223g1:mc223a1											
0.37799999999999995	0.013999999999999999	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.7		73.2	-85.6	327.9	10.0	10.0				9.9726	0.0							-77.6583		McMurdo	166.7863	DE-DI:DE-FM	DE-DI:DE-FM	i		mc223	pmagpy-2.60	mc223a2 : mc223b1 : mc223c1 : mc223c2 : mc223d1 : mc223e1 : mc223f1 : mc223g1 : mc223l1:mc223a1							7.5	5.2	77.1	305.9	10.0
0.37799999999999995	0.013999999999999999	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															2.153e-05	2.646e-06	12.29	4.0	-77.65831		McMurdo	166.7863	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM	i	mc223b : mc223c : mc223g:mc223a	mc223	pmagpy-2.60	mc223b1 : mc223c2 : mc223g1:mc223a1	2.833e+22	4.0	3.481e+21	2.808e+22	4.0	3.451e+21					
																																	mc223													
0.033	0.006	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.5	A	190.2	-61.6	927.2	5.0		5.0	0.0	t	4.9957	0.0	Extrusive:Igneous	Lava Flow					-77.53045999999999	Phonolite	McMurdo	166.8839	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc224	pmagpy-2.60	mc224b2 : mc224c2 : mc224e2 : mc224f2:mc224a1											
0.033	0.006	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.5		190.2	-61.6	927.2	5.0	5.0				4.9957	0.0							-77.5305		McMurdo	166.8839	DE-DI:DE-FM	DE-DI:DE-FM	i		mc224	pmagpy-2.60	mc224b2 : mc224c2 : mc224e2 : mc224f2:mc224a1							1.1	4.8	30.5	355.6	5.0
																																	mc224													
0.057	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.9	A	114.6	-74.8	928.1	8.0		5.0	3.0	n	7.9941	0.0	Extrusive:Igneous	Lava Flow					-77.58053000000001	Phonolite	McMurdo	166.80156000000002	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc225	pmagpy-2.60	mc225a2 : mc225c2 : mc225d1 : mc225d2 : mc225f2 : mc225g2 : mc225i1:mc225a1											
0.057	0.005	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															2.855e-05	3.136e-06	10.99	4.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc225c : mc225d : mc225i:mc225b	mc225	pmagpy-2.60	mc225c1 : mc225d1 : mc225i1:mc225b1											
0.057	0.005	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.9		114.6	-74.8	928.1	8.0	8.0				7.9941	0.0							-77.5805		McMurdo	166.8016	DE-DI:DE-FM	DE-DI:DE-FM	i		mc225	pmagpy-2.60	mc225a2 : mc225c2 : mc225d1 : mc225d2 : mc225f2 : mc225g2 : mc225i1:mc225a1							1.6	3.7	54.6	298.2	8.0
0.057	0.005	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															2.855e-05	3.136e-06	10.99	4.0	-77.58053000000001		McMurdo	166.80156000000002	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM	i	mc225c : mc225d : mc225i:mc225b	mc225	pmagpy-2.60	mc225c1 : mc225d1 : mc225i1:mc225b1	3.757e+22	4.0	4.128e+21	4.054e+22	4.0	4.454e+21					
																																	mc225													
0.243	0.001	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.6	A	17.9	-51.8	2216.5	5.0		5.0	0.0	n	4.9982	0.0	Extrusive:Igneous	Lava Flow					-77.61355	Phonolite	McMurdo	166.76571	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc226	pmagpy-2.60	mc226b2 : mc226d2 : mc226f2 : mc226g2:mc226a1											
0.243	0.001	Ma	Lisa Tauxe	This study	IE-SPEC																2.528e-05	0.0	0.0	1.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc226b	mc226	pmagpy-2.60	mc226b1											
0.243	0.001	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.6		17.9	-51.8	2216.5	5.0	5.0				4.9982	0.0							-77.6136		McMurdo	166.7657	DE-DI:DE-FM	DE-DI:DE-FM	i		mc226	pmagpy-2.60	mc226b2 : mc226d2 : mc226f2 : mc226g2:mc226a1							0.6	3.1	44.1	187.9	5.0
																																	mc226													
4.5	0.3	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.4	A	220.3	60.3	2807.9	5.0		5.0	0.0	r	4.9986	0.0	Extrusive:Igneous	Lava Flow					-77.27064	Basalt	McMurdo	166.73278	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc227	pmagpy-2.60	mc227c2 : mc227d2 : mc227f2 : mc227h2:mc227b2											
4.5	0.3	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.4		220.3	60.3	2807.9	5.0	5.0				4.9986	0.0							-77.2706		McMurdo	166.7328	DE-DI:DE-FM	DE-DI:DE-FM	i		mc227	pmagpy-2.60	mc227c2 : mc227d2 : mc227f2 : mc227h2:mc227b2							0.6	2.7	-50.3	36.3	5.0
																																	mc227													
2.5	2.5	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.9	A	217.5	63.9	276.7	10.0		10.0	0.0	r	9.9675	0.0	Extrusive:Igneous	Lava Flow					-77.2669	Trachyte	McMurdo	166.37738000000002	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc228	pmagpy-2.60	mc228a2 : mc228b1 : mc228b2 : mc228d1 : mc228d2 : mc228e1 : mc228e2 : mc228g1 : mc228g2:mc228a1											
2.5	2.5	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.9		217.5	63.9	276.7	10.0	10.0				9.9675	0.0							-77.2669		McMurdo	166.3774	DE-DI:DE-FM	DE-DI:DE-FM	i		mc228	pmagpy-2.60	mc228a2 : mc228b1 : mc228b2 : mc228d1 : mc228d2 : mc228e1 : mc228e2 : mc228g1 : mc228g2:mc228a1							1.5	5.6	-55.0	34.3	10.0
																																	mc228													
1.07	0.09	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.0	A	100.0	73.0	346.4	8.0		8.0	0.0	r	7.9798	0.0	Extrusive:Igneous	Lava Flow					-77.48281	Basalt	McMurdo	167.15435	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc229	pmagpy-2.60	mc229b1 : mc229b2 : mc229e2 : mc229g1 : mc229g2 : mc229i1 : mc229k1:mc229a2											
1.07	0.09	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															3.123e-05	3.93e-06	12.58	3.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc229h : mc229k:mc229g	mc229	pmagpy-2.60	mc229h1 : mc229k1:mc229g1											
1.07	0.09	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.0		100.0	73.0	346.4	8.0	8.0				7.9798	0.0							-77.4828		McMurdo	167.1543	DE-DI:DE-FM	DE-DI:DE-FM	i		mc229	pmagpy-2.60	mc229b1 : mc229b2 : mc229e2 : mc229g1 : mc229g2 : mc229i1 : mc229k1:mc229a2							2.2	5.8	-58.5	246.5	8.0
1.07	0.09	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															3.123e-05	3.93e-06	12.58	3.0	-77.48281		McMurdo	167.15435	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM	i	mc229h : mc229k:mc229g	mc229	pmagpy-2.60	mc229h1 : mc229k1:mc229g1	4.111e+22	3.0	5.173e+21	4.526e+22	3.0	5.696e+21					
																																	mc229													
4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.8	A	13.4	-55.8	217.7	8.0		8.0	0.0	n	7.9678	0.0	Extrusive:Igneous	Lava Flow					-78.21	Basalt	McMurdo	166.57	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc26	pmagpy-2.60	mc26b : mc26c : mc26d : mc26e : mc26f : mc26g : mc26h:mc26a											
4.0	4.0	Ma	Lisa Tauxe	This study	IE-SPEC																2.768e-05	6.865e-06	24.81	2.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc26d:mc26c	mc26	pmagpy-2.60	mc26d:mc26c											
4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.8		13.4	-55.8	217.7	8.0	8.0				7.9678	0.0							-78.21		McMurdo	166.57	DE-DI:DE-FM	DE-DI:DE-FM	i		mc26	pmagpy-2.60	mc26b : mc26c : mc26d : mc26e : mc26f : mc26g : mc26h:mc26a							1.4	7.4	47.7	182.7	8.0
																																	mc26													
0.06	0.003	Ma	Lisa Tauxe	This study	IE-SPEC	Young looking basalt flow on NW flank of Mount Discovery.													Extrusive:Igneous	Lava Flow	1.29e-05	0.0	0.0	1.0	-78.29	Basalt	McMurdo	164.73	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc28b	mc28	pmagpy-2.60	mc28b											
0.06	0.003	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	6.7	A	80.4	-84.1	82.1	7.0		7.0	0.0	n	6.9269	0.0									McMurdo		DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc28	pmagpy-2.60	mc28b : mc28c : mc28d : mc28f : mc28g : mc28h:mc28a											
0.06	0.003	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	6.7		80.4	-84.1	82.1	7.0	7.0				6.9269	0.0							-78.29		McMurdo	164.73	DE-DI:DE-FM	DE-DI:DE-FM	i		mc28	pmagpy-2.60	mc28b : mc28c : mc28d : mc28f : mc28g : mc28h:mc28a							13.2	13.0	75.0	294.4	7.0
																																	mc28													
				This study		Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. .													Extrusive:Igneous	Volcanic Dike					-78.31	Basalt	McMurdo	164.8					mc29													
0.18	0.04	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.0	A	12.0	-78.7	395.5	7.0		7.0	0.0	n	6.9848	0.0									McMurdo		DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc29	pmagpy-2.60	mc29b : mc29c : mc29e : mc29f : mc29g : mc29h:mc29a											
0.18	0.04	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.0		12.0	-78.7	395.5	7.0	7.0				6.9848	0.0							-78.31		McMurdo	164.8	DE-DI:DE-FM	DE-DI:DE-FM	i		mc29	pmagpy-2.60	mc29b : mc29c : mc29e : mc29f : mc29g : mc29h:mc29a							3.1	5.8	79.4	189.6	7.0
																																	mc29													
4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.7	A	242.7	68.3	141.2	8.0		8.0	0.0	r	7.9504	0.0	Extrusive:Igneous	Lava Flow					-78.34	Basalt	McMurdo	164.87	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc30	pmagpy-2.60	mc30b : mc30c : mc30d : mc30e : mc30f : mc30g : mc30h:mc30a											
4.0	4.0	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															4.263e-05	3.847e-07	0.9023	4.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc30b : mc30d : mc30e:mc30a	mc30	pmagpy-2.60	mc30b : mc30d : mc30e:mc30a											
4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.7		242.7	68.3	141.2	8.0	8.0				7.9504	0.0							-78.34		McMurdo	164.87	DE-DI:DE-FM	DE-DI:DE-FM	i		mc30	pmagpy-2.60	mc30b : mc30c : mc30d : mc30e : mc30f : mc30g : mc30h:mc30a							2.6	9.1	-55.5	62.5	8.0
4.0	4.0	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															4.263e-05	3.847e-07	0.9023	4.0	-78.34		McMurdo	164.87	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM	i	mc30b : mc30d : mc30e:mc30a	mc30	pmagpy-2.60	mc30b : mc30d : mc30e:mc30a	5.598e+22	4.0	5.052e+20	6.546e+22	4.0	5.906e+20					
																																	mc30													
4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	298.7	-86.1	586.8	5.0		5.0	0.0	n	4.9932	0.0	Extrusive:Igneous	Lava Flow					-78.34	Basalt	McMurdo	164.28	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc31	pmagpy-2.60	mc31c : mc31d : mc31f : mc31h:mc31b											
4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		298.7	-86.1	586.8	5.0	5.0				4.9932	0.0							-78.34		McMurdo	164.28	DE-DI:DE-FM	DE-DI:DE-FM	i		mc31	pmagpy-2.60	mc31c : mc31d : mc31f : mc31h:mc31b							9.5	6.2	79.6	25.2	5.0
																																	mc31													
4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	265.0	-74.6	346.5	7.0		7.0	0.0	n	6.9827	0.0	Extrusive:Igneous	Lava Flow					-78.36	Basalt	McMurdo	164.3	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc32	pmagpy-2.60	mc32b : mc32d : mc32e : mc32f : mc32g : mc32h:mc32a											
4.0	4.0	Ma	Lisa Tauxe	This study	IE-SPEC																3.328e-05	5.899e-06	17.72	3.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc32d : mc32e:mc32b	mc32	pmagpy-2.60	mc32d : mc32e:mc32b											
4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		265.0	-74.6	346.5	7.0	7.0				6.9827	0.0							-78.36		McMurdo	164.3	DE-DI:DE-FM	DE-DI:DE-FM	i		mc32	pmagpy-2.60	mc32b : mc32d : mc32e : mc32f : mc32g : mc32h:mc32a							2.4	6.2	58.1	49.9	7.0
																																	mc32													
4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.0	A	9.6	-75.7	349.4	8.0		8.0	0.0	n	7.98	0.0	Extrusive:Igneous	Lava Flow					-78.38	Basalt	McMurdo	164.34	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc33	pmagpy-2.60	mc33b : mc33c : mc33d : mc33e : mc33f : mc33g : mc33h:mc33a											
4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.0		9.6	-75.7	349.4	8.0	8.0				7.98	0.0							-78.38		McMurdo	164.34	DE-DI:DE-FM	DE-DI:DE-FM	i		mc33	pmagpy-2.60	mc33b : mc33c : mc33d : mc33e : mc33f : mc33g : mc33h:mc33a							2.4	5.8	74.3	180.6	8.0
																																	mc33													
4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.4	A	279.0	-81.4	309.9	7.0		7.0	0.0	n	6.9806	0.0	Extrusive:Igneous	Lava Flow					-78.39	Basalt	McMurdo	164.27	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc34	pmagpy-2.60	mc34b : mc34c : mc34d : mc34e : mc34f : mc34h:mc34a											
4.0	4.0	Ma	Lisa Tauxe	This study	IE-SPEC																2.305e-05	0.0	0.0	1.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc34c	mc34	pmagpy-2.60	mc34c											
4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.4		279.0	-81.4	309.9	7.0	7.0				6.9806	0.0							-78.39		McMurdo	164.27	DE-DI:DE-FM	DE-DI:DE-FM	i		mc34	pmagpy-2.60	mc34b : mc34c : mc34d : mc34e : mc34f : mc34h:mc34a							4.6	6.6	71.2	46.9	7.0
																																	mc34													
				This study		Basalt flow on rim of crater, Mount Morning volcanic field. .													Extrusive:Igneous	Lava Flow					-78.39	Basalt	McMurdo	164.23					mc35													
0.12	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.4	A	293.6	-84.0	273.0	8.0		8.0	0.0	n	7.9744	0.0									McMurdo		DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc35	pmagpy-2.60	mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h:mc35a											
0.12	0.01	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															2.411e-05	2.7660000000000003e-06	11.47	2.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc35d:mc35b	mc35	pmagpy-2.60	mc35d:mc35b											
0.12	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.4		293.6	-84.0	273.0	8.0	8.0				7.9744	0.0							-78.39		McMurdo	164.23	DE-DI:DE-FM	DE-DI:DE-FM	i		mc35	pmagpy-2.60	mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h:mc35a							6.5	6.6	77.2	42.6	8.0
0.12	0.01	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															2.411e-05	2.7660000000000003e-06	11.47	2.0	-78.39		McMurdo	164.23	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM	i	mc35d:mc35b	mc35	pmagpy-2.60	mc35d:mc35b	3.166e+22	2.0	3.632e+21	3.168e+22	2.0	3.635e+21					
																																	mc35													
				This study		Olivine basalt - Mount Morning volcanic field.													Extrusive:Igneous	Lava Flow					-78.39	Basalt	McMurdo	164.27					mc36													
0.12	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.0	A	349.1	-83.0	149.2	7.0		7.0	0.0	n	6.9598	0.0									McMurdo		DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc36	pmagpy-2.60	mc36b : mc36d : mc36e : mc36f : mc36g : mc36h:mc36a											
0.12	0.01	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															2.569e-05	2.957e-06	11.51	4.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI :LP-PI-TRM		mc36b : mc36e : mc36h:mc36a	mc36	pmagpy-2.60	mc36b : mc36e : mc36h:mc36a											
0.12	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5.0		349.1	-83.0	149.2	7.0	7.0				6.9598	0.0							-78.39		McMurdo	164.27	DE-DI:DE-FM	DE-DI:DE-FM	i		mc36	pmagpy-2.60	mc36b : mc36d : mc36e : mc36f : mc36g : mc36h:mc36a							8.3	9.7	86.8	111.2	7.0
0.12	0.01	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															2.569e-05	2.957e-06	11.51	4.0	-78.39		McMurdo	164.27	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI :LP-PI-TRM	i	mc36b : mc36e : mc36h:mc36a	mc36	pmagpy-2.60	mc36b : mc36e : mc36h:mc36a	3.373e+22	4.0	3.883e+21	3.395e+22	4.0	3.908e+21					
																																	mc36													
				This study		Basalt from dissected cone, eastern part of Mount Morning volcanic field. .													Extrusive:Igneous	Lava Flow					-78.4	Basalt	McMurdo	164.27					mc37													
4.47	0.02	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	210.6	82.2	300.6	8.0		8.0	0.0	r	7.9767	0.0									McMurdo		DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc37	pmagpy-2.60	mc37b : mc37c : mc37d : mc37e : mc37f : mc37g : mc37h:mc37a											
4.47	0.02	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															6.039e-05	5.261e-06	8.713	4.0			McMurdo		IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc37d : mc37e : mc37h:mc37c	mc37	pmagpy-2.60	mc37d : mc37e : mc37h:mc37c											
4.47	0.02	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		210.6	82.2	300.6	8.0	8.0				7.9767	0.0							-78.4		McMurdo	164.27	DE-DI:DE-FM	DE-DI:DE-FM	i		mc37	pmagpy-2.60	mc37b : mc37c : mc37d : mc37e : mc37f : mc37g : mc37h:mc37a							4.7	6.2	-82.1	62.2	8.0
4.47	0.02	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															6.039e-05	5.261e-06	8.713	4.0	-78.4		McMurdo	164.27	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM	i	mc37d : mc37e : mc37h:mc37c	mc37	pmagpy-2.60	mc37d : mc37e : mc37h:mc37c	7.929e+22	4.0	6.909e+21	8.021e+22	4.0	6.988e+21					
																																	mc37													
4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.8	A	296.5	-78.0	258.4	7.0		7.0	0.0	n	6.9768	0.0	Extrusive:Igneous	Lava Flow					-78.4	Basalt	McMurdo	164.21	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc38	pmagpy-2.60	mc38b : mc38c : mc38e : mc38f : mc38g : mc38h:mc38a											
4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.8		296.5	-78.0	258.4	7.0	7.0				6.9768	0.0							-78.4		McMurdo	164.21	DE-DI:DE-FM	DE-DI:DE-FM	i		mc38	pmagpy-2.60	mc38b : mc38c : mc38e : mc38f : mc38g : mc38h:mc38a							3.7	7.4	69.5	71.9	7.0
																																	mc38													
0.084	0.004	Ma	Lisa Tauxe	This study	IE-SPEC	Olivine basalt with large feldspars, Mount Morning volcanic field. .													Extrusive:Igneous	Lava Flow	2.98e-05	5.442999999999999e-06	18.26	2.0	-78.39	Basalt	McMurdo	164.21	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc39b:mc39a	mc39	pmagpy-2.60	mc39b:mc39a											
0.084	0.004	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.1	A	263.1	-85.9	188.0	8.0		7.0	1.0	n	7.9654	0.0									McMurdo		DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM			mc39	pmagpy-2.60	mc39b : mc39c : mc39d : mc39e : mc39f : mc39g : mc39h:mc39a											
0.084	0.004	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.1		263.1	-85.9	188.0	8.0	8.0				7.9654	0.0							-78.39		McMurdo	164.21	DE-DI:DE-FM	DE-DI:DE-FM	i		mc39	pmagpy-2.60	mc39b : mc39c : mc39d : mc39e : mc39f : mc39g : mc39h:mc39a							11.5	8.0	75.1	17.3	8.0
																																	mc39													
